knee_flexion,knee_valgus,hip_flexion,trunk_inclination,ankle_dorsiflexion,landing_symmetry,risk
37.13,9.68,32.91,16.6,25.42,60.07,Moderate
20.93,14.36,18.2,33.06,17.05,73.74,High
41.68,9.52,39.75,21.99,25.49,43.83,Moderate
59.32,8.54,37.53,6.68,24.37,48.19,Low
11.57,8.52,21.34,9.22,12.36,67.11,High
14.92,14.23,25.4,22.0,46.01,41.44,High
43.0,4.66,34.11,5.67,35.98,46.8,Low
28.3,15.94,30.25,7.98,35.56,73.85,High
59.92,1.36,43.2,11.12,34.7,51.78,Low
56.45,3.13,41.72,8.31,38.89,51.33,Low
52.81,9.16,35.75,23.69,28.46,48.5,Moderate
51.0,3.98,41.67,6.68,44.01,42.19,Low
41.88,4.44,44.02,15.49,44.26,56.41,Low
35.59,3.33,38.89,6.96,41.94,54.5,Moderate
45.99,8.51,35.83,23.55,44.68,48.29,Moderate
54.02,5.81,43.24,6.42,20.68,49.05,Low
56.58,5.12,48.0,6.12,26.46,36.43,Moderate
22.15,10.44,19.02,9.2,40.7,24.67,High
66.62,6.36,47.59,7.52,39.56,53.34,Low
57.95,4.01,45.97,6.79,28.22,43.57,Low
59.72,5.23,41.77,7.7,37.11,59.41,Low
41.58,8.79,35.86,16.94,27.08,41.76,Moderate
49.89,5.08,32.77,19.35,29.72,51.02,Moderate
17.1,14.66,22.75,19.26,26.66,30.37,High
51.97,3.14,44.79,6.95,24.92,41.1,Low
55.32,7.0,42.05,6.05,29.65,47.47,Low
67.1,5.71,54.83,4.95,30.31,48.63,Low
16.46,13.42,27.17,28.44,49.7,61.99,High
19.95,21.72,23.04,9.27,45.05,30.66,High
59.15,10.89,39.83,17.09,29.29,44.75,Moderate
40.12,8.57,38.43,20.55,25.84,62.07,Moderate
41.21,10.82,39.59,16.39,24.77,43.12,Moderate
66.09,3.22,46.4,1.37,37.37,41.6,Low
19.84,11.06,18.15,14.83,23.91,73.22,High
21.03,9.23,20.7,5.39,33.09,70.22,High
41.47,11.12,33.78,20.63,31.34,39.25,Moderate
44.66,4.75,38.23,20.64,30.57,42.4,Moderate
41.81,11.21,31.84,17.25,24.88,38.65,Moderate
66.92,9.28,39.62,14.28,34.64,50.1,Low
45.34,7.85,46.24,4.25,27.12,52.83,Low
50.65,3.51,37.23,16.13,33.85,34.61,Moderate
50.78,5.68,44.1,3.17,27.22,47.43,Low
43.53,6.4,34.0,7.18,45.63,56.54,Low
45.99,7.47,43.71,14.84,39.94,62.76,Moderate
16.39,14.52,16.0,32.94,12.93,68.61,High
16.6,12.82,13.55,32.7,34.73,71.1,High
21.06,17.1,24.63,19.8,36.06,59.8,High
39.31,9.59,37.92,16.58,27.81,62.71,Moderate
48.98,6.9,46.59,16.73,39.17,64.39,Moderate
42.8,4.18,37.93,21.72,41.96,44.04,Moderate
35.96,3.77,37.64,7.7,28.24,43.98,Moderate
26.29,6.64,12.23,17.01,27.67,74.4,High
38.89,8.01,28.77,21.77,30.71,61.73,Moderate
56.46,8.73,38.74,9.27,26.0,34.14,Moderate
33.92,6.83,41.55,9.19,34.44,41.77,Moderate
47.83,4.02,34.74,25.0,41.41,58.61,Moderate
15.44,11.75,25.22,28.25,29.82,75.31,High
16.99,11.45,22.67,15.9,45.94,70.05,High
58.65,4.62,55.39,9.46,38.02,59.95,Low
53.51,4.36,46.08,12.24,41.69,54.54,Low
64.63,8.3,46.0,7.4,47.36,60.33,Low
24.96,8.1,30.83,21.99,18.66,29.11,High
15.42,10.61,26.3,23.27,42.98,39.91,High
48.18,7.16,36.42,14.29,42.04,57.31,Low
36.33,5.3,42.01,5.73,30.21,45.79,Moderate
13.72,6.26,19.6,19.94,47.27,70.07,High
20.5,6.43,18.25,18.14,43.72,26.13,High
12.17,20.02,21.7,28.02,9.48,75.54,High
64.03,4.51,47.44,7.26,38.24,55.85,Low
56.21,4.95,44.77,21.1,37.31,42.0,Moderate
58.25,7.4,38.36,8.8,43.09,57.9,Low
49.45,5.02,42.83,10.99,32.69,57.0,Low
42.79,5.46,43.25,18.6,30.83,45.99,Moderate
58.62,4.99,35.52,5.73,29.0,56.9,Low
14.46,6.96,30.49,26.79,17.6,70.35,High
53.85,6.22,34.0,11.19,38.17,48.25,Low
58.67,4.17,39.88,4.89,39.61,60.31,Low
45.86,3.47,40.63,15.04,37.63,66.15,Moderate
54.08,7.07,38.06,10.51,40.32,43.37,Low
12.76,18.9,26.48,24.06,15.65,69.34,High
46.65,7.65,42.62,23.27,28.37,45.06,Moderate
22.29,17.92,13.31,20.45,43.0,74.47,High
53.62,13.22,47.51,8.24,35.68,40.03,Moderate
47.24,2.07,39.69,7.79,44.32,50.36,Low
50.2,13.2,39.5,12.34,37.4,53.69,Moderate
57.47,2.15,45.62,6.78,38.83,56.9,Low
40.95,5.72,41.19,23.44,22.72,40.49,Moderate
11.54,14.31,29.95,11.12,45.1,32.19,High
22.66,17.1,14.87,30.19,14.29,34.21,High
40.89,10.76,30.33,21.69,25.55,42.72,Moderate
43.05,6.47,46.11,6.09,28.77,34.14,Moderate
65.86,4.03,44.43,9.29,31.62,46.61,Low
41.13,8.32,37.14,18.34,27.05,62.88,Moderate
25.04,14.57,19.79,26.48,37.79,75.16,High
56.53,2.38,43.89,12.46,38.01,59.13,Low
47.47,11.13,35.1,8.12,27.18,52.83,Moderate
36.75,10.6,33.52,15.04,23.39,44.78,Moderate
41.02,9.97,39.75,15.45,34.18,37.54,Moderate
39.23,5.29,46.88,7.63,23.85,45.28,Moderate
36.35,10.44,38.74,17.83,22.02,61.82,Moderate
23.21,17.77,26.39,8.83,33.21,67.84,High
22.25,16.11,14.43,10.0,16.65,40.31,High
21.12,20.82,15.03,24.24,31.03,66.74,High
40.93,9.91,33.0,14.4,19.58,57.22,Moderate
58.97,6.63,36.04,11.15,41.21,66.94,Moderate
36.91,3.49,41.39,6.79,38.61,56.63,Moderate
13.4,11.32,16.86,32.28,46.7,28.2,High
53.24,12.84,43.13,17.14,42.24,40.99,Moderate
19.15,12.51,23.05,11.49,47.6,26.28,High
41.59,11.4,29.35,18.74,34.84,42.43,Moderate
38.8,8.9,36.39,16.88,30.75,38.28,Moderate
44.95,4.51,37.26,23.94,33.61,47.97,Moderate
12.62,18.88,29.32,15.76,18.0,39.84,High
44.23,9.49,37.34,19.94,26.93,60.3,Moderate
43.85,7.66,39.37,4.31,36.6,52.49,Low
58.67,6.03,46.92,11.78,35.0,61.69,Low
24.51,6.99,28.3,4.93,39.92,35.82,High
51.69,5.13,51.34,7.24,32.79,45.96,Low
42.47,11.05,33.68,17.56,22.03,62.02,Moderate
41.02,10.48,38.07,20.27,30.28,57.09,Moderate
58.36,12.89,40.0,16.97,27.53,54.22,Moderate
57.72,6.12,42.24,9.9,44.54,55.87,Low
50.05,5.12,47.28,10.57,37.69,56.41,Low
53.83,4.74,46.55,4.67,40.45,43.74,Low
62.21,4.13,36.29,6.17,34.39,50.13,Low
56.03,7.87,43.73,8.67,35.88,38.33,Low
39.02,9.67,37.42,20.48,23.71,37.42,Moderate
43.0,5.79,45.51,6.5,31.14,41.72,Low
49.61,6.8,49.38,4.17,25.78,55.47,Low
19.8,11.62,27.99,25.15,13.53,65.07,High
22.25,18.7,29.87,21.27,25.24,38.23,High
33.44,6.38,43.6,9.44,41.46,50.18,Moderate
53.95,7.7,49.67,8.35,29.64,52.74,Low
35.12,9.18,39.4,20.1,27.81,60.23,Moderate
38.87,11.9,34.33,17.02,31.67,37.93,High
41.02,3.13,34.26,15.33,32.77,46.77,Moderate
16.52,16.05,30.14,22.32,45.92,37.87,High
34.59,9.88,37.57,15.64,29.99,37.27,Moderate
38.13,10.56,32.53,21.71,21.65,37.69,High
51.86,8.39,49.42,8.05,31.77,57.31,Low
22.5,10.79,24.75,18.43,44.29,28.06,High
54.33,12.17,34.9,7.91,27.16,58.92,Moderate
53.93,6.87,34.77,22.85,38.57,55.76,Moderate
41.49,8.64,35.02,18.7,33.17,56.83,Moderate
53.89,11.55,40.08,6.36,30.17,59.85,Moderate
56.84,6.89,37.7,13.6,37.1,37.85,Low
20.47,21.08,19.31,21.37,41.3,26.05,High
28.13,14.6,17.22,25.92,47.63,34.15,High
57.03,5.08,48.5,6.13,25.46,53.84,Low
37.03,8.03,34.27,5.81,38.43,55.5,Moderate
14.11,11.67,18.0,9.65,38.98,36.41,High
25.72,11.4,25.97,23.75,24.99,64.46,High
20.48,15.16,15.04,29.07,9.14,73.32,High
14.35,19.38,26.12,4.87,32.63,67.48,High
13.57,7.25,27.17,17.79,32.49,26.83,High
25.41,15.9,24.14,30.67,31.82,33.62,High
59.83,5.32,45.93,10.44,22.23,64.63,Moderate
47.03,3.46,47.27,10.81,48.86,42.93,Low
64.27,7.5,46.98,3.77,41.07,44.03,Low
37.52,8.06,37.28,13.29,39.25,49.66,Moderate
56.77,5.12,40.32,9.09,34.39,48.42,Low
28.14,17.56,25.87,33.55,34.22,73.68,High
21.74,18.69,20.49,6.95,20.39,25.86,High
45.54,3.91,41.21,10.98,25.47,55.92,Low
26.41,8.67,28.76,27.02,21.05,33.93,High
15.07,16.03,18.0,25.0,31.25,69.96,High
52.25,12.6,42.71,7.38,35.77,41.39,Moderate
37.42,10.07,32.3,20.84,26.16,58.52,Moderate
15.6,13.51,30.68,15.89,19.03,30.46,High
12.63,18.16,26.01,18.67,17.1,26.66,High
34.26,3.93,36.07,10.22,42.43,46.01,Moderate
54.86,7.93,47.12,12.43,38.23,43.72,Low
26.62,13.11,18.25,16.25,9.79,69.08,High
43.0,6.85,55.61,11.83,38.08,49.69,Low
64.09,3.69,38.44,11.64,43.08,53.32,Low
37.44,3.39,42.33,10.51,26.26,42.38,Moderate
23.28,8.02,26.38,25.67,9.24,34.21,High
28.08,11.16,16.38,22.06,12.92,35.16,High
62.33,5.17,44.67,7.59,34.21,48.33,Low
70.88,8.53,41.55,6.5,44.21,47.36,Low
45.83,5.92,53.47,6.64,39.29,55.13,Low
47.91,5.15,34.77,23.5,25.33,46.34,Moderate
18.45,14.14,16.76,24.58,19.07,70.06,High
26.29,18.52,23.17,8.36,17.18,26.23,High
27.64,17.62,20.04,19.43,20.24,30.97,High
59.28,13.65,34.29,7.8,43.08,40.58,Moderate
21.11,6.7,16.11,32.01,14.44,68.72,High
23.82,13.55,22.7,32.19,14.06,32.95,High
25.73,19.65,25.15,24.41,46.47,36.42,High
38.2,11.21,37.47,18.77,18.51,39.09,Moderate
43.88,9.58,34.54,16.81,22.91,40.45,Moderate
61.07,10.71,37.96,17.67,42.93,41.02,Moderate
45.74,4.63,43.86,18.1,20.21,40.8,Moderate
27.0,16.6,29.15,29.31,36.87,24.44,High
39.19,11.0,33.0,21.45,32.26,43.08,Moderate
14.9,13.63,27.88,5.97,17.59,69.38,High
61.05,2.84,37.82,10.31,36.91,51.9,Low
13.46,12.06,20.55,27.8,23.86,31.9,High
16.81,9.38,13.81,16.62,41.25,38.13,High
56.47,6.23,51.22,5.91,54.01,60.25,Low
49.44,6.12,35.65,10.73,29.96,50.43,Low
54.04,7.21,38.37,8.68,35.77,41.78,Low
25.62,7.96,21.67,7.72,19.5,37.8,High
71.98,5.97,49.41,11.33,40.95,41.44,Low
18.31,9.49,19.11,22.96,32.57,29.23,High
21.72,10.73,17.31,11.26,16.42,30.66,High
22.75,15.44,16.71,16.03,31.39,36.55,High
20.63,15.87,13.24,15.95,22.59,62.69,High
48.0,11.43,47.43,10.13,40.17,59.58,Moderate
39.5,6.22,39.94,11.45,29.48,47.56,Moderate
56.36,4.24,56.67,12.55,32.86,45.74,Low
23.24,16.56,13.79,16.38,9.29,68.09,High
50.99,3.39,44.55,13.44,30.94,34.0,Moderate
45.83,6.0,36.57,8.34,31.16,34.81,Moderate
51.85,5.52,43.99,14.58,33.19,60.63,Low
43.33,11.86,31.63,17.03,19.62,56.54,Moderate
37.7,6.17,39.22,15.73,24.62,44.63,Moderate
35.15,10.01,28.06,21.77,18.69,62.91,High
40.08,4.06,40.88,11.57,41.59,44.5,Moderate
38.1,4.7,43.22,6.97,24.28,50.84,Moderate
43.99,10.43,39.43,21.05,19.99,56.77,Moderate
57.89,5.36,46.86,6.29,32.83,45.76,Low
13.61,9.26,15.2,33.8,10.43,70.74,High
23.89,12.21,25.07,13.66,26.97,28.57,High
24.21,15.12,29.29,19.59,24.64,24.59,High
34.42,9.38,31.49,15.29,19.01,36.02,Moderate
56.44,4.46,39.37,15.61,23.74,66.53,Moderate
48.19,9.0,46.31,21.15,20.01,40.93,Moderate
21.28,19.7,16.71,20.84,29.72,74.26,High
24.1,9.15,30.46,9.02,17.31,74.15,High
43.18,12.83,39.45,16.56,22.58,56.15,Moderate
41.16,8.21,29.27,19.98,22.11,37.32,Moderate
58.18,5.08,48.29,10.16,44.04,44.02,Low
22.21,20.17,25.97,6.84,40.99,58.38,High
23.03,21.67,14.36,13.21,41.64,75.56,High
36.03,6.47,47.45,9.1,25.49,44.81,Moderate
46.48,12.5,46.87,9.16,44.9,57.51,Moderate
49.91,7.59,40.99,8.19,38.0,35.96,Moderate
43.94,2.91,42.07,7.63,20.0,40.41,Low
37.06,11.96,33.79,19.49,27.49,58.44,Moderate
17.96,18.18,18.52,24.63,24.27,71.03,High
42.65,9.69,36.07,20.18,23.04,42.14,Moderate
63.34,7.98,48.36,9.8,31.81,48.44,Low
59.92,4.12,46.91,7.32,30.87,43.83,Low
54.92,4.47,36.86,9.27,44.08,49.26,Low
63.28,4.57,35.09,7.92,48.8,55.81,Low
21.25,10.43,29.38,23.4,14.87,63.53,High
17.62,14.82,16.11,11.27,20.2,66.7,High
37.33,6.98,45.64,8.83,23.09,51.12,Moderate
56.26,12.86,48.75,9.22,44.8,46.37,Moderate
47.96,4.41,37.24,11.98,25.96,52.44,Low
69.43,4.97,49.49,5.32,31.88,50.03,Low
26.39,12.03,13.17,21.95,20.69,66.18,High
47.1,4.17,36.93,11.06,39.19,33.5,Moderate
12.95,8.83,29.02,18.19,43.33,71.4,High
41.96,10.83,32.09,17.64,31.58,61.88,Moderate
45.84,6.28,42.06,8.24,33.22,56.62,Low
38.64,12.13,36.52,18.41,31.7,58.4,Moderate
48.89,7.58,40.24,21.61,22.73,50.47,Moderate
23.05,9.52,25.14,23.9,41.54,58.88,High
63.79,7.8,34.79,7.85,34.99,46.77,Low
43.0,1.94,44.16,9.3,35.2,50.59,Low
69.16,0.59,55.55,8.46,37.86,58.46,Low
52.87,7.8,44.23,16.0,46.47,56.79,Low
13.41,12.42,28.97,4.77,36.32,29.32,High
40.28,7.09,44.18,9.12,29.42,42.67,Moderate
52.74,8.33,38.94,18.36,34.94,53.16,Low
58.69,7.97,46.57,10.97,41.7,54.31,Low
46.02,7.65,42.53,9.55,22.12,35.98,Moderate
52.62,4.04,48.9,8.32,35.41,53.86,Low
59.43,6.03,34.0,9.91,42.16,47.17,Low
56.64,12.49,39.69,15.32,44.94,58.26,Moderate
58.33,8.32,38.63,11.66,35.17,36.73,Moderate
44.4,11.0,35.99,16.5,18.88,60.12,Moderate
54.2,4.83,44.5,22.48,22.78,46.43,Moderate
27.21,19.52,17.38,19.45,27.52,39.59,High
52.62,7.62,51.57,5.8,40.68,45.02,Low
52.71,6.55,44.0,11.6,35.26,51.85,Low
40.18,10.43,31.41,20.18,31.45,56.41,Moderate
26.44,13.07,29.52,14.19,28.38,73.18,High
41.31,3.01,46.36,5.82,25.94,47.0,Moderate
54.97,7.41,41.93,7.68,28.42,37.72,Low
63.85,7.08,50.8,11.35,37.78,41.63,Low
47.92,4.65,48.37,6.51,29.21,57.49,Low
52.16,13.66,47.19,8.03,29.58,48.15,Moderate
36.6,4.29,38.99,8.14,43.03,52.68,Moderate
22.18,19.26,21.24,28.67,48.88,74.07,High
27.41,20.57,25.01,8.38,13.89,32.22,High
28.01,19.24,19.9,19.81,47.36,31.86,High
21.4,18.17,14.16,16.27,21.24,65.81,High
21.49,9.81,21.4,17.38,25.55,62.69,High
22.56,14.4,12.56,32.69,16.46,32.09,High
50.68,5.91,41.0,5.5,40.24,51.55,Low
52.62,10.73,44.83,7.19,23.63,48.17,Low
64.95,8.2,37.52,8.85,33.09,45.72,Low
53.98,5.18,43.47,14.93,40.51,36.83,Low
52.1,13.79,47.14,15.62,41.83,47.77,Moderate
52.47,3.97,46.02,11.63,34.31,40.38,Low
27.35,11.39,18.62,21.76,23.28,29.45,High
43.0,7.44,44.63,7.84,34.04,56.54,Low
47.19,6.49,45.25,11.01,32.16,44.78,Low
17.71,7.21,25.88,33.63,33.65,58.97,High
21.02,17.48,13.83,18.28,15.9,71.2,High
57.26,5.47,32.61,22.5,23.4,58.53,Moderate
35.33,3.94,45.92,15.78,32.52,46.02,Moderate
38.02,9.2,38.29,20.35,25.12,37.4,Moderate
19.0,16.86,28.87,10.17,13.34,72.23,High
45.87,13.96,41.42,17.79,38.34,56.75,Moderate
40.95,9.84,32.43,21.79,22.58,58.99,Moderate
40.8,10.31,36.29,14.23,29.48,41.43,Moderate
62.59,8.21,34.26,12.81,36.93,45.31,Low
46.17,5.63,54.54,10.03,37.96,55.6,Low
39.21,9.42,38.05,18.53,21.32,42.18,Moderate
46.35,4.38,43.05,19.4,34.72,54.16,Moderate
41.49,5.01,46.96,5.46,42.7,42.34,Low
51.45,4.0,47.47,8.28,27.99,51.11,Low
38.26,10.75,38.92,19.74,31.48,57.08,Moderate
45.22,3.63,40.98,13.8,35.55,42.31,Low
19.04,21.48,13.42,16.21,20.83,72.12,High
63.37,6.08,48.31,6.57,37.5,46.78,Low
23.55,9.85,23.79,4.25,20.47,32.51,High
27.23,14.33,19.94,4.8,41.2,59.7,High
15.78,11.48,30.95,10.79,30.84,26.24,High
15.77,6.33,22.96,30.77,38.24,30.47,High
62.66,5.86,52.7,10.73,32.27,53.15,Low
18.88,14.43,28.51,27.51,42.63,60.21,High
49.62,5.64,38.8,6.9,40.52,59.84,Low
58.01,8.91,46.82,16.51,35.87,33.92,Moderate
53.75,14.18,37.93,10.02,39.23,54.59,Moderate
18.67,15.45,20.17,33.1,42.41,63.09,High
43.0,4.89,49.85,11.37,37.31,59.05,Low
41.32,8.4,29.35,17.05,20.14,58.6,Moderate
59.89,7.12,40.87,11.63,37.1,57.26,Low
23.17,21.96,23.3,29.15,14.17,75.85,High
51.64,8.27,34.0,6.92,27.13,56.58,Low
48.83,3.99,46.68,9.97,33.27,41.86,Low
67.93,6.22,37.28,1.0,34.33,39.89,Low
59.8,7.31,52.78,10.07,41.29,42.95,Low
17.75,18.62,30.79,19.59,47.49,66.43,High
33.44,5.48,45.56,9.61,27.52,58.7,Moderate
54.15,5.54,33.73,19.33,21.72,52.04,Moderate
44.17,9.69,36.67,16.06,28.8,59.53,Moderate
44.95,7.22,33.38,22.52,25.8,48.29,Moderate
37.0,6.18,46.7,15.51,24.4,56.35,Moderate
51.5,5.82,45.67,9.69,35.86,47.21,Low
26.95,21.56,16.82,19.45,35.19,31.31,High
44.74,12.33,44.48,8.96,39.85,57.72,Moderate
52.57,7.02,42.56,14.56,30.92,42.46,Low
17.28,21.19,27.24,15.7,11.58,58.07,High
45.05,9.81,37.56,18.19,23.0,62.33,Moderate
44.03,9.91,39.71,21.84,18.37,61.43,Moderate
42.0,7.62,44.47,10.14,29.62,50.94,Low
52.66,3.76,42.67,8.08,22.16,52.53,Low
66.05,6.68,44.4,8.48,45.96,42.26,Low
68.9,5.62,43.51,10.89,41.96,47.08,Low
14.92,20.24,14.73,19.58,8.73,29.48,High
25.11,19.56,18.46,30.03,38.43,61.48,High
59.88,4.27,50.53,11.55,37.7,58.97,Low
55.91,10.53,40.59,11.33,33.04,56.25,Low
45.35,10.14,37.31,16.08,25.6,57.17,Moderate
22.42,20.21,25.56,18.69,13.73,26.03,High
50.74,6.98,46.53,12.62,27.5,62.84,Moderate
70.32,7.98,52.45,9.81,26.3,42.27,Low
52.37,7.52,50.2,12.86,33.62,54.54,Low
47.46,3.33,38.1,11.86,23.97,61.36,Low
11.83,11.54,12.35,5.05,33.35,37.43,High
54.92,13.75,38.99,11.72,34.57,47.05,Moderate
35.12,12.18,32.77,19.85,32.51,62.15,High
26.58,17.13,30.96,9.49,32.31,31.25,High
54.38,6.52,36.53,8.58,23.88,57.8,Low
12.63,19.24,31.51,19.38,43.13,29.77,High
41.09,10.09,39.63,19.7,30.87,39.89,Moderate
35.9,8.29,37.7,16.2,23.17,59.07,Moderate
55.8,5.79,45.32,6.26,33.81,60.39,Low
18.78,20.71,17.64,32.58,43.43,71.23,High
45.1,9.03,35.09,20.37,26.95,41.26,Moderate
45.33,8.7,39.17,20.06,28.64,62.92,Moderate
41.32,8.04,36.79,22.47,23.35,40.38,Moderate
52.64,5.32,42.46,22.98,34.15,54.4,Moderate
36.64,3.3,41.58,7.4,37.81,47.19,Moderate
43.86,9.74,34.97,21.71,18.69,40.6,Moderate
45.18,7.25,36.75,11.64,25.47,63.51,Low
65.59,6.44,46.37,5.47,36.98,60.03,Low
43.0,6.13,41.48,12.51,36.87,56.79,Low
13.16,9.34,22.7,10.16,10.65,66.65,High
51.33,5.52,34.98,20.1,31.71,57.45,Moderate
41.87,4.15,36.2,10.02,25.9,45.74,Low
16.08,7.15,31.22,25.85,23.09,67.58,High
55.29,5.25,34.35,11.97,35.66,33.21,Moderate
49.52,6.71,44.44,6.85,37.27,46.38,Low
53.4,7.19,34.41,13.78,22.22,39.3,Low
12.45,8.29,29.03,33.51,49.05,60.0,High
25.47,10.45,28.25,30.48,26.56,68.25,High
45.92,3.73,39.93,16.82,24.49,61.77,Moderate
12.5,21.53,19.64,13.14,46.17,66.78,High
48.03,6.41,46.81,9.96,22.45,47.44,Low
23.12,21.94,25.8,4.36,9.22,73.69,High
40.0,4.37,46.41,5.27,37.89,43.86,Moderate
40.92,11.97,37.24,21.96,20.97,42.13,Moderate
47.92,5.63,39.55,6.92,31.08,51.98,Low
27.83,18.12,27.55,17.07,34.52,25.9,High
18.9,20.65,21.17,11.94,38.84,36.69,High
36.6,4.57,34.55,12.18,31.46,44.02,Moderate
53.53,7.53,39.69,23.48,40.34,56.53,Moderate
39.08,12.33,28.85,19.5,25.14,56.41,Moderate
11.47,13.38,28.98,28.46,17.97,30.84,High
14.94,10.74,23.01,33.21,17.98,40.6,High
53.97,6.16,50.08,12.2,27.18,42.51,Low
43.0,5.54,46.59,10.4,29.68,40.0,Low
18.54,11.92,16.92,32.63,36.59,71.81,High
52.54,5.91,50.09,15.04,31.73,55.78,Low
15.06,18.49,18.51,13.61,11.88,31.01,High
41.26,4.45,46.94,21.28,39.42,48.89,Moderate
35.64,12.38,36.26,16.67,29.46,43.3,Moderate
46.93,6.62,46.63,9.61,31.86,37.71,Moderate
55.85,5.13,54.52,4.48,21.01,44.01,Low
45.63,13.21,40.23,8.17,33.94,46.1,Moderate
45.55,10.24,35.77,21.11,22.54,39.8,Moderate
20.59,17.94,31.75,15.17,34.76,67.11,High
39.87,6.97,44.3,8.37,24.49,51.62,Moderate
58.7,4.38,38.3,16.23,41.71,37.13,Moderate
36.27,4.79,43.5,11.87,35.69,52.38,Moderate
24.26,17.83,19.48,23.2,45.17,30.85,High
55.87,6.32,40.11,9.26,42.18,41.74,Low
49.88,4.97,46.7,10.82,35.26,60.38,Low
44.98,9.19,33.73,17.08,29.83,58.18,Moderate
45.71,9.35,34.52,20.65,21.31,57.51,Moderate
74.4,6.09,49.43,10.24,37.18,45.8,Low
40.75,3.52,35.16,5.97,31.12,57.9,Moderate
40.56,10.6,31.88,17.13,29.79,38.12,Moderate
26.79,11.7,28.38,21.27,47.0,31.2,High
61.97,13.38,48.35,17.69,37.53,53.69,Moderate
52.34,11.74,40.78,13.63,39.25,53.93,Moderate
48.47,8.52,38.23,23.72,37.04,55.63,Moderate
12.33,13.94,14.68,15.68,36.43,34.41,High
20.59,20.26,28.08,6.9,49.78,61.92,High
43.0,5.64,40.97,5.47,44.68,55.66,Low
34.52,4.52,45.79,6.68,35.78,45.3,Moderate
43.0,8.2,40.91,10.83,40.32,57.77,Low
48.47,4.82,36.87,13.34,36.71,62.13,Low
14.36,18.97,15.94,15.05,48.1,26.74,High
56.3,7.15,40.6,11.72,36.44,63.97,Low
11.05,15.68,21.89,14.77,24.03,24.82,High
74.58,8.3,41.61,11.28,36.38,47.94,Low
34.38,8.12,34.74,16.73,18.42,59.1,Moderate
36.85,5.79,35.56,9.81,22.5,52.59,Moderate
25.12,11.77,23.99,20.29,32.77,59.13,High
39.68,10.39,37.77,15.2,26.4,60.86,Moderate
58.96,12.22,40.66,12.6,22.05,44.74,Low
49.63,13.19,45.74,10.15,39.85,43.84,Moderate
26.07,10.96,28.46,20.51,49.08,38.24,High
42.92,8.09,32.29,23.85,31.56,56.25,Moderate
13.62,7.53,12.6,19.37,40.91,72.26,High
28.33,11.41,24.99,25.5,12.96,69.92,High
16.98,8.74,12.47,26.25,36.31,63.92,High
56.3,6.83,51.89,9.47,39.2,43.62,Low
41.52,9.49,32.45,19.21,21.52,38.52,Moderate
27.0,10.98,28.03,8.4,18.35,61.96,High
51.39,6.77,56.98,10.44,25.26,59.19,Low
53.87,3.59,49.8,9.51,21.7,47.68,Low
48.74,6.36,43.5,7.26,29.51,51.43,Low
20.14,10.71,29.01,7.84,11.96,35.52,High
38.14,10.89,33.37,21.99,18.24,43.69,Moderate
61.68,6.02,40.02,12.5,49.64,40.96,Low
21.42,6.57,29.37,14.38,27.93,37.27,High
21.6,6.43,27.48,5.83,46.24,36.77,High
26.45,20.47,21.79,28.49,35.92,33.83,High
41.36,10.73,33.11,20.6,25.74,43.94,Moderate
45.1,4.83,38.2,24.92,42.97,47.29,Moderate
55.59,5.93,43.69,6.24,35.27,56.61,Low
13.74,12.45,20.27,20.36,35.12,33.73,High
20.71,9.0,29.49,34.85,19.96,30.0,High
39.94,9.58,31.34,18.29,20.49,43.01,Moderate
62.89,7.73,34.0,13.56,36.68,40.81,Low
54.06,5.5,45.46,13.48,29.14,43.18,Low
16.15,14.77,14.19,4.55,41.45,25.25,High
46.57,6.07,45.15,15.61,37.63,62.14,Low
41.73,7.46,34.96,13.4,24.49,50.99,Low
53.19,5.33,46.88,6.27,22.13,42.99,Low
37.35,9.55,32.2,18.55,25.32,60.29,Moderate
36.08,10.88,30.49,14.78,30.7,43.05,Moderate
57.22,7.65,40.03,21.66,29.24,40.8,Moderate
40.99,5.24,43.17,6.88,44.97,44.85,Moderate
20.68,6.16,23.01,16.06,45.65,32.61,High
22.64,9.9,19.01,32.15,44.88,59.26,High
53.69,4.34,40.68,12.5,32.39,49.02,Low
45.13,6.33,39.89,4.04,36.45,56.17,Low
59.7,4.55,37.43,10.29,25.32,41.3,Low
20.78,14.59,25.18,7.48,8.4,73.56,High
17.77,20.69,14.12,18.12,23.01,29.58,High
49.69,5.31,52.98,9.39,33.41,41.23,Low
38.28,7.03,35.27,12.57,34.48,47.93,Moderate
14.63,7.28,26.57,7.93,31.87,59.07,High
59.73,6.87,38.54,16.59,40.63,64.58,Moderate
37.36,12.13,30.21,17.7,34.0,63.04,High
65.85,6.71,53.07,13.91,21.32,55.73,Low
43.0,4.92,48.91,8.33,39.77,55.24,Low
43.0,5.4,49.58,9.76,33.81,48.48,Low
47.33,4.85,35.63,11.29,41.19,64.11,Moderate
15.65,16.53,21.04,4.32,47.81,66.83,High
27.89,11.46,13.39,27.42,37.53,63.55,High
17.2,6.8,12.03,33.77,15.05,38.83,High
19.05,10.06,19.25,32.09,39.73,30.47,High
16.65,18.47,12.29,11.71,14.08,62.36,High
56.95,14.29,35.62,8.09,27.41,53.72,Moderate
58.13,4.84,42.34,7.01,23.0,51.48,Low
41.49,4.75,46.75,15.37,26.32,50.3,Moderate
65.67,3.92,44.54,12.64,30.52,46.37,Low
